App Name,Genre,Location,Personal info,Financial info,Health and fitness,Messages,Photos and videos,Audio,Files and docs,Contacts,App activity,App info and performance,Device or other IDs
Flipkart Online Shopping App,Shopping,1,1,1,0,1,1,1,0,1,0,0,0
